mensagem,categoria,sinonimo,idioma,continente,pais,estado,cidade,latitude,longitude,impacto
"Alerte : ouragan à Suva, Fiji.",ciclone,ouragan,fr,Oceania,Fiji,Central,Suva,-18.1248,178.4501,baixo
"Alerte : ouragan à Wellington, Nova Zelândia.",ciclone,ouragan,fr,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,catastrófico
"Alerte : ouragan à Manado, Indonésia.",ciclone,ouragan,fr,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,catastrófico
"Alerte : typhon à São Paulo, Brasil.",ciclone,typhon,fr,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,baixo
"Alerte : typhon à Recife, Brasil.",ciclone,typhon,fr,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,moderado
"Alerte : typhon à Barranquilla, Colômbia.",ciclone,typhon,fr,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,catastrófico
"Alerte : typhon à Buenos Aires, Argentina.",ciclone,typhon,fr,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,baixo
"Alerte : typhon à Santiago, Chile.",ciclone,typhon,fr,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,baixo
"Alerte : typhon à Los Angeles, Estados Unidos.",ciclone,typhon,fr,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,baixo
"Alerte : typhon à Phoenix, Estados Unidos.",ciclone,typhon,fr,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,alto
"Alerte : typhon à Monterrey, México.",ciclone,typhon,fr,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,alto
"Alerte : typhon à Toronto, Canadá.",ciclone,typhon,fr,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,moderado
"Alerte : typhon à Houston, Estados Unidos.",ciclone,typhon,fr,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,alto
"Alerte : typhon à Marselha, França.",ciclone,typhon,fr,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,catastrófico
"Alerte : typhon à Nice, França.",ciclone,typhon,fr,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,baixo
"Alerte : typhon à Saint-Denis, Reunião.",ciclone,typhon,fr,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,baixo
"Alerte : typhon à La Palma (Cumbre Vieja), Espanha.",ciclone,typhon,fr,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,moderado
"Alerte : typhon à Londres, Reino Unido.",ciclone,typhon,fr,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,alto
"Alerte : typhon à Ahmedabad, Índia.",ciclone,typhon,fr,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,catastrófico
"Alerte : typhon à Tóquio, Japão.",ciclone,typhon,fr,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,moderado
"Alerte : typhon à Jacarta, Indonésia.",ciclone,typhon,fr,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,baixo
"Alerte : typhon à Manila, Filipinas.",ciclone,typhon,fr,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,baixo
"Alerte : typhon à Kathmandu, Nepal.",ciclone,typhon,fr,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,catastrófico
"Alerte : typhon à Lagos, Nigéria.",ciclone,typhon,fr,África,Nigéria,Lagos,Lagos,6.52438,3.37921,baixo
"Alerte : typhon à Niamey, Níger.",ciclone,typhon,fr,África,Níger,Niamey,Niamey,13.51253,2.11265,alto
"Alerte : typhon à Nairobi, Quênia.",ciclone,typhon,fr,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,alto
"Alerte : typhon à Pretória, África do Sul.",ciclone,typhon,fr,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,moderado
"Alerte : typhon à Piton de la Fournaise, Indonésia.",ciclone,typhon,fr,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,catastrófico
"Alerte : typhon à Sydney, Austrália.",ciclone,typhon,fr,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,moderado
"Alerte : typhon à Brisbane, Austrália.",ciclone,typhon,fr,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,moderado
"Alerte : typhon à Suva, Fiji.",ciclone,typhon,fr,Oceania,Fiji,Central,Suva,-18.1248,178.4501,catastrófico
"Alerte : typhon à Wellington, Nova Zelândia.",ciclone,typhon,fr,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,moderado
"Alerte : typhon à Manado, Indonésia.",ciclone,typhon,fr,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,catastrófico
"Peringatan: siklon di São Paulo, Brasil.",ciclone,siklon,id,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,alto
"Peringatan: siklon di Recife, Brasil.",ciclone,siklon,id,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,alto
"Peringatan: siklon di Barranquilla, Colômbia.",ciclone,siklon,id,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,moderado
"Peringatan: siklon di Buenos Aires, Argentina.",ciclone,siklon,id,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,baixo
"Peringatan: siklon di Santiago, Chile.",ciclone,siklon,id,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,catastrófico
"Peringatan: siklon di Los Angeles, Estados Unidos.",ciclone,siklon,id,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,catastrófico
"Peringatan: siklon di Phoenix, Estados Unidos.",ciclone,siklon,id,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,catastrófico
"Peringatan: siklon di Monterrey, México.",ciclone,siklon,id,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,alto
"Peringatan: siklon di Toronto, Canadá.",ciclone,siklon,id,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,catastrófico
"Peringatan: siklon di Houston, Estados Unidos.",ciclone,siklon,id,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,baixo
"Peringatan: siklon di Marselha, França.",ciclone,siklon,id,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,moderado
"Peringatan: siklon di Nice, França.",ciclone,siklon,id,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,catastrófico
"Peringatan: siklon di Saint-Denis, Reunião.",ciclone,siklon,id,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,alto
"Peringatan: siklon di La Palma (Cumbre Vieja), Espanha.",ciclone,siklon,id,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,alto
"Peringatan: siklon di Londres, Reino Unido.",ciclone,siklon,id,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,baixo
"Peringatan: siklon di Ahmedabad, Índia.",ciclone,siklon,id,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,alto
"Peringatan: siklon di Tóquio, Japão.",ciclone,siklon,id,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,catastrófico
"Peringatan: siklon di Jacarta, Indonésia.",ciclone,siklon,id,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,catastrófico
"Peringatan: siklon di Manila, Filipinas.",ciclone,siklon,id,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,alto
"Peringatan: siklon di Kathmandu, Nepal.",ciclone,siklon,id,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,moderado
"Peringatan: siklon di Lagos, Nigéria.",ciclone,siklon,id,África,Nigéria,Lagos,Lagos,6.52438,3.37921,alto
"Peringatan: siklon di Niamey, Níger.",ciclone,siklon,id,África,Níger,Niamey,Niamey,13.51253,2.11265,baixo
"Peringatan: siklon di Nairobi, Quênia.",ciclone,siklon,id,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,baixo
"Peringatan: siklon di Pretória, África do Sul.",ciclone,siklon,id,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,catastrófico
"Peringatan: siklon di Piton de la Fournaise, Indonésia.",ciclone,siklon,id,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,alto
"Peringatan: siklon di Sydney, Austrália.",ciclone,siklon,id,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,alto
"Peringatan: siklon di Brisbane, Austrália.",ciclone,siklon,id,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,moderado
"Peringatan: siklon di Suva, Fiji.",ciclone,siklon,id,Oceania,Fiji,Central,Suva,-18.1248,178.4501,moderado
"Peringatan: siklon di Wellington, Nova Zelândia.",ciclone,siklon,id,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,baixo
"Peringatan: siklon di Manado, Indonésia.",ciclone,siklon,id,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,baixo
"Alerta: topan em São Paulo, Brasil.",ciclone,topan,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,baixo
"Alerta: topan em Recife, Brasil.",ciclone,topan,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,baixo
"Alerta: topan em Barranquilla, Colômbia.",ciclone,topan,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,moderado
"Alerta: topan em Buenos Aires, Argentina.",ciclone,topan,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,catastrófico
"Alerta: topan em Santiago, Chile.",ciclone,topan,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,catastrófico
"Alerta: topan em Los Angeles, Estados Unidos.",ciclone,topan,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,alto
"Alerta: topan em Phoenix, Estados Unidos.",ciclone,topan,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,alto
"Alerta: topan em Monterrey, México.",ciclone,topan,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,baixo
"Alerta: topan em Toronto, Canadá.",ciclone,topan,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,catastrófico
"Alerta: topan em Houston, Estados Unidos.",ciclone,topan,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,moderado
"Alerta: topan em Marselha, França.",ciclone,topan,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,baixo
"Alerta: topan em Nice, França.",ciclone,topan,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,catastrófico
"Alerta: topan em Saint-Denis, Reunião.",ciclone,topan,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,alto
"Alerta: topan em La Palma (Cumbre Vieja), Espanha.",ciclone,topan,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,moderado
"Alerta: topan em Londres, Reino Unido.",ciclone,topan,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,alto
"Alerta: topan em Ahmedabad, Índia.",ciclone,topan,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,catastrófico
"Alerta: topan em Tóquio, Japão.",ciclone,topan,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,catastrófico
"Alerta: topan em Jacarta, Indonésia.",ciclone,topan,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,alto
"Alerta: topan em Manila, Filipinas.",ciclone,topan,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,catastrófico
"Alerta: topan em Kathmandu, Nepal.",ciclone,topan,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,alto
"Alerta: topan em Lagos, Nigéria.",ciclone,topan,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,baixo
"Alerta: topan em Niamey, Níger.",ciclone,topan,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,catastrófico
"Alerta: topan em Nairobi, Quênia.",ciclone,topan,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,baixo
"Alerta: topan em Pretória, África do Sul.",ciclone,topan,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,alto
"Alerta: topan em Piton de la Fournaise, Indonésia.",ciclone,topan,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,baixo
"Alerta: topan em Sydney, Austrália.",ciclone,topan,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,alto
"Alerta: topan em Brisbane, Austrália.",ciclone,topan,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,baixo
"Alerta: topan em Suva, Fiji.",ciclone,topan,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,baixo
"Alerta: topan em Wellington, Nova Zelândia.",ciclone,topan,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,alto
"Alerta: topan em Manado, Indonésia.",ciclone,topan,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,catastrófico
"Alerta: terremoto em São Paulo, Brasil.",terremoto,terremoto,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,moderado
"Alerta: terremoto em Recife, Brasil.",terremoto,terremoto,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,catastrófico
"Alerta: terremoto em Barranquilla, Colômbia.",terremoto,terremoto,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,alto
"Alerta: terremoto em Buenos Aires, Argentina.",terremoto,terremoto,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,moderado
"Alerta: terremoto em Santiago, Chile.",terremoto,terremoto,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,catastrófico
"Alerta: terremoto em Los Angeles, Estados Unidos.",terremoto,terremoto,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,catastrófico
"Alerta: terremoto em Phoenix, Estados Unidos.",terremoto,terremoto,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,moderado
"Alerta: terremoto em Monterrey, México.",terremoto,terremoto,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,baixo
"Alerta: terremoto em Toronto, Canadá.",terremoto,terremoto,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,baixo
"Alerta: terremoto em Houston, Estados Unidos.",terremoto,terremoto,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,alto
"Alerta: terremoto em Marselha, França.",terremoto,terremoto,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,baixo
"Alerta: terremoto em Nice, França.",terremoto,terremoto,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,baixo
"Alerta: terremoto em Saint-Denis, Reunião.",terremoto,terremoto,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,catastrófico
"Alerta: terremoto em La Palma (Cumbre Vieja), Espanha.",terremoto,terremoto,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,catastrófico
"Alerta: terremoto em Londres, Reino Unido.",terremoto,terremoto,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,alto
"Alerta: terremoto em Ahmedabad, Índia.",terremoto,terremoto,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,alto
"Alerta: terremoto em Tóquio, Japão.",terremoto,terremoto,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,catastrófico
"Alerta: terremoto em Jacarta, Indonésia.",terremoto,terremoto,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,baixo
"Alerta: terremoto em Manila, Filipinas.",terremoto,terremoto,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,alto
"Alerta: terremoto em Kathmandu, Nepal.",terremoto,terremoto,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,alto
"Alerta: terremoto em Lagos, Nigéria.",terremoto,terremoto,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,baixo
"Alerta: terremoto em Niamey, Níger.",terremoto,terremoto,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,baixo
"Alerta: terremoto em Nairobi, Quênia.",terremoto,terremoto,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,moderado
"Alerta: terremoto em Pretória, África do Sul.",terremoto,terremoto,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,baixo
"Alerta: terremoto em Piton de la Fournaise, Indonésia.",terremoto,terremoto,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,catastrófico
"Alerta: terremoto em Sydney, Austrália.",terremoto,terremoto,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,moderado
"Alerta: terremoto em Brisbane, Austrália.",terremoto,terremoto,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,moderado
"Alerta: terremoto em Suva, Fiji.",terremoto,terremoto,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,catastrófico
"Alerta: terremoto em Wellington, Nova Zelândia.",terremoto,terremoto,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,moderado
"Alerta: terremoto em Manado, Indonésia.",terremoto,terremoto,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,alto
"Alerta: sismo em São Paulo, Brasil.",terremoto,sismo,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,moderado
"Alerta: sismo em Recife, Brasil.",terremoto,sismo,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,alto
"Alerta: sismo em Barranquilla, Colômbia.",terremoto,sismo,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,baixo
"Alerta: sismo em Buenos Aires, Argentina.",terremoto,sismo,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,catastrófico
"Alerta: sismo em Santiago, Chile.",terremoto,sismo,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,alto
"Alerta: sismo em Los Angeles, Estados Unidos.",terremoto,sismo,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,alto
"Alerta: sismo em Phoenix, Estados Unidos.",terremoto,sismo,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,baixo
"Alerta: sismo em Monterrey, México.",terremoto,sismo,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,baixo
"Alerta: sismo em Toronto, Canadá.",terremoto,sismo,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,moderado
"Alerta: sismo em Houston, Estados Unidos.",terremoto,sismo,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,baixo
"Alerta: sismo em Marselha, França.",terremoto,sismo,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,alto
"Alerta: sismo em Nice, França.",terremoto,sismo,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,catastrófico
"Alerta: sismo em Saint-Denis, Reunião.",terremoto,sismo,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,alto
"Alerta: sismo em La Palma (Cumbre Vieja), Espanha.",terremoto,sismo,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,moderado
"Alerta: sismo em Londres, Reino Unido.",terremoto,sismo,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,baixo
"Alerta: sismo em Ahmedabad, Índia.",terremoto,sismo,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,moderado
"Alerta: sismo em Tóquio, Japão.",terremoto,sismo,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,baixo
"Alerta: sismo em Jacarta, Indonésia.",terremoto,sismo,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,catastrófico
"Alerta: sismo em Manila, Filipinas.",terremoto,sismo,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,catastrófico
"Alerta: sismo em Kathmandu, Nepal.",terremoto,sismo,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,moderado
"Alerta: sismo em Lagos, Nigéria.",terremoto,sismo,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,baixo
"Alerta: sismo em Niamey, Níger.",terremoto,sismo,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,moderado
"Alerta: sismo em Nairobi, Quênia.",terremoto,sismo,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,alto
"Alerta: sismo em Pretória, África do Sul.",terremoto,sismo,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,alto
"Alerta: sismo em Piton de la Fournaise, Indonésia.",terremoto,sismo,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,catastrófico
"Alerta: sismo em Sydney, Austrália.",terremoto,sismo,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,baixo
"Alerta: sismo em Brisbane, Austrália.",terremoto,sismo,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,baixo
"Alerta: sismo em Suva, Fiji.",terremoto,sismo,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,alto
"Alerta: sismo em Wellington, Nova Zelândia.",terremoto,sismo,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,moderado
"Alerta: sismo em Manado, Indonésia.",terremoto,sismo,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,alto
"Alerta: tremor em São Paulo, Brasil.",terremoto,tremor,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,moderado
